epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
137,783.354,2.47954,0.74338,1.38433,0.92704,0.93673,0.96654,0.80774,1.08658,0.59385,1.41617,2.39766e-05,2.39766e-05,2.39766e-05
138,789.051,2.29734,0.74016,1.41482,0.92588,0.93726,0.96661,0.80762,1.0872,0.58491,1.41656,2.33234e-05,2.33234e-05,2.33234e-05
139,794.715,2.47795,0.74458,1.40984,0.92639,0.92892,0.9664,0.80923,1.09175,0.58402,1.42134,2.26769e-05,2.26769e-05,2.26769e-05
140,800.139,2.2819,0.73349,1.41353,0.92415,0.93518,0.96626,0.80734,1.10416,0.59013,1.42397,2.20372e-05,2.20372e-05,2.20372e-05
141,805.604,2.3245,0.73222,1.41623,0.92373,0.93074,0.96539,0.80333,1.10291,0.59431,1.42187,2.14046e-05,2.14046e-05,2.14046e-05
142,811.152,2.26553,0.73454,1.40356,0.92728,0.93272,0.96636,0.81079,1.07107,0.58504,1.4132,2.07792e-05,2.07792e-05,2.07792e-05
143,816.843,2.45012,0.74616,1.40494,0.92632,0.93442,0.96662,0.81412,1.06893,0.58663,1.4068,2.01611e-05,2.01611e-05,2.01611e-05
144,822.39,2.37182,0.73337,1.40387,0.9262,0.93576,0.96673,0.80899,1.07876,0.58269,1.41029,1.95505e-05,1.95505e-05,1.95505e-05
145,828.142,2.30278,0.7357,1.40414,0.92775,0.93471,0.96665,0.81013,1.07351,0.58082,1.40641,1.89475e-05,1.89475e-05,1.89475e-05
146,833.79,2.3411,0.72871,1.40318,0.92766,0.9321,0.96589,0.80991,1.07244,0.58166,1.40808,1.83523e-05,1.83523e-05,1.83523e-05
147,839.351,2.25136,0.72709,1.40444,0.9256,0.93199,0.96546,0.80925,1.07318,0.59053,1.40682,1.77651e-05,1.77651e-05,1.77651e-05
148,845.001,2.17348,0.71948,1.40997,0.92501,0.93323,0.96551,0.81212,1.07327,0.59792,1.40725,1.71859e-05,1.71859e-05,1.71859e-05
149,850.871,2.34339,0.72124,1.39083,0.92579,0.92717,0.96556,0.80984,1.07619,0.5987,1.40408,1.66149e-05,1.66149e-05,1.66149e-05
150,856.679,2.28062,0.73058,1.41267,0.92454,0.93075,0.96569,0.81169,1.06693,0.60205,1.40219,1.60523e-05,1.60523e-05,1.60523e-05
151,862.198,2.25211,0.72846,1.39699,0.92567,0.93174,0.9658,0.81139,1.06543,0.60372,1.40171,1.54982e-05,1.54982e-05,1.54982e-05
152,867.684,2.23735,0.72999,1.40453,0.93026,0.93539,0.96703,0.81157,1.06234,0.58495,1.40044,1.49527e-05,1.49527e-05,1.49527e-05
153,873.503,2.33556,0.74128,1.4049,0.93249,0.93587,0.96667,0.80762,1.07031,0.58216,1.3977,1.44161e-05,1.44161e-05,1.44161e-05
154,879.364,2.38469,0.72876,1.39405,0.92514,0.93492,0.96537,0.80728,1.06416,0.59443,1.39212,1.38883e-05,1.38883e-05,1.38883e-05
155,885.083,2.31078,0.72904,1.3986,0.92732,0.9327,0.96545,0.80914,1.06262,0.59178,1.39267,1.33695e-05,1.33695e-05,1.33695e-05
156,890.825,2.31345,0.73348,1.38597,0.931,0.93349,0.96612,0.80915,1.06337,0.57771,1.3947,1.28599e-05,1.28599e-05,1.28599e-05
157,896.274,2.222,0.71814,1.3948,0.92988,0.93685,0.96651,0.81105,1.06341,0.58237,1.39846,1.23596e-05,1.23596e-05,1.23596e-05
158,902.191,2.42608,0.73615,1.38157,0.9292,0.93707,0.9666,0.81613,1.05855,0.58847,1.39536,1.18687e-05,1.18687e-05,1.18687e-05
159,907.926,2.23886,0.72866,1.38827,0.92923,0.93752,0.96729,0.8153,1.0583,0.58392,1.39494,1.13873e-05,1.13873e-05,1.13873e-05
160,913.683,2.37957,0.7377,1.39975,0.92812,0.93749,0.96709,0.81335,1.05376,0.58267,1.39619,1.09156e-05,1.09156e-05,1.09156e-05
161,919.612,2.37191,0.72508,1.3981,0.93029,0.93429,0.9662,0.8125,1.05784,0.58476,1.39528,1.04537e-05,1.04537e-05,1.04537e-05
162,925.146,2.26057,0.72809,1.39596,0.92617,0.93804,0.96662,0.81149,1.072,0.58537,1.40022,1.00016e-05,1.00016e-05,1.00016e-05
163,930.843,2.30081,0.72596,1.38806,0.92706,0.93721,0.96631,0.81048,1.07307,0.58889,1.39823,9.55951e-06,9.55951e-06,9.55951e-06
164,936.626,2.35619,0.72015,1.38227,0.92745,0.93601,0.96642,0.81157,1.06432,0.5897,1.39122,9.12754e-06,9.12754e-06,9.12754e-06
165,942.281,2.14599,0.71678,1.40144,0.92887,0.93524,0.96621,0.81141,1.05771,0.58529,1.39265,8.70577e-06,8.70577e-06,8.70577e-06
166,948.054,2.28466,0.71952,1.3909,0.92861,0.93404,0.96611,0.81124,1.05285,0.5821,1.3886,8.29431e-06,8.29431e-06,8.29431e-06
