epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,520.579,5.50088,1.1232,1.82909,0.74016,0.83552,0.85428,0.58297,3.05084,1.01845,1.91068,3.22778e-05,3.22778e-05,3.22778e-05
126,524.344,5.65207,1.12108,1.8043,0.73059,0.83929,0.85843,0.5814,3.12287,1.03956,1.91712,3.15572e-05,3.15572e-05,3.15572e-05
127,527.941,5.31371,1.11304,1.83943,0.73204,0.82715,0.85188,0.57069,3.1753,1.03319,1.91514,3.08412e-05,3.08412e-05,3.08412e-05
128,531.596,5.47356,1.12963,1.80716,0.72938,0.84025,0.85418,0.57377,3.15673,1.00478,1.90693,3.013e-05,3.013e-05,3.013e-05
129,535.27,5.73808,1.13435,1.8305,0.73602,0.84055,0.85677,0.57766,3.12643,0.99989,1.90153,2.94239e-05,2.94239e-05,2.94239e-05
130,538.9,5.4437,1.12484,1.82192,0.74497,0.83816,0.86125,0.58953,3.02107,0.99957,1.89488,2.8723e-05,2.8723e-05,2.8723e-05
131,542.559,5.49032,1.12235,1.79322,0.74212,0.84171,0.86088,0.58649,3.05239,1.00671,1.89824,2.80275e-05,2.80275e-05,2.80275e-05
132,546.213,5.66732,1.1219,1.80964,0.73649,0.84187,0.85655,0.57508,3.13931,1.01483,1.90362,2.73375e-05,2.73375e-05,2.73375e-05
133,549.9,5.54445,1.12478,1.79516,0.73903,0.84031,0.85914,0.58553,3.03828,1.01823,1.89627,2.66532e-05,2.66532e-05,2.66532e-05
134,553.594,5.45365,1.11355,1.80495,0.73718,0.8338,0.86078,0.59187,2.95279,1.01044,1.88734,2.59748e-05,2.59748e-05,2.59748e-05
135,557.301,5.29231,1.11067,1.80872,0.73862,0.8377,0.86224,0.59445,2.91749,1.00253,1.8816,2.53024e-05,2.53024e-05,2.53024e-05
136,561.021,5.47134,1.118,1.79582,0.73963,0.83223,0.86222,0.59116,2.96904,1.0188,1.87929,2.46363e-05,2.46363e-05,2.46363e-05
137,564.752,5.53462,1.11188,1.75942,0.73442,0.8365,0.86175,0.58398,3.05576,1.03294,1.88562,2.39766e-05,2.39766e-05,2.39766e-05
138,568.567,5.23644,1.11473,1.80106,0.73041,0.8326,0.85667,0.57021,3.15723,1.03766,1.88631,2.33234e-05,2.33234e-05,2.33234e-05
139,572.311,5.4798,1.11365,1.79636,0.73464,0.83022,0.8563,0.57753,3.08911,1.02976,1.88151,2.26769e-05,2.26769e-05,2.26769e-05
140,575.901,5.21145,1.11092,1.79119,0.74144,0.83002,0.85908,0.59216,2.92113,1.01306,1.86842,2.20372e-05,2.20372e-05,2.20372e-05
141,579.504,5.24817,1.10346,1.79463,0.7416,0.83215,0.86311,0.59759,2.87456,1.0112,1.8636,2.14046e-05,2.14046e-05,2.14046e-05
142,583.323,5.17991,1.10897,1.77909,0.7442,0.82942,0.86351,0.59562,2.9099,1.00724,1.86881,2.07792e-05,2.07792e-05,2.07792e-05
143,587.071,5.39972,1.11462,1.78668,0.74908,0.83183,0.8643,0.58888,2.99459,1.00395,1.87612,2.01611e-05,2.01611e-05,2.01611e-05
144,590.87,5.29909,1.11262,1.7901,0.74838,0.82892,0.864,0.58612,3.00283,0.99972,1.87183,1.95505e-05,1.95505e-05,1.95505e-05
145,594.661,5.19017,1.10714,1.78779,0.74516,0.83317,0.86546,0.59543,2.89898,0.99459,1.8635,1.89475e-05,1.89475e-05,1.89475e-05
146,598.408,5.18868,1.10283,1.78502,0.7453,0.835,0.86511,0.59779,2.88507,0.99661,1.86012,1.83523e-05,1.83523e-05,1.83523e-05
147,602.044,5.06304,1.1013,1.78154,0.74133,0.83353,0.86363,0.59416,2.89615,0.99922,1.8599,1.77651e-05,1.77651e-05,1.77651e-05
148,605.898,4.96697,1.08839,1.79223,0.74513,0.83368,0.86538,0.59133,2.95237,1.00461,1.86247,1.71859e-05,1.71859e-05,1.71859e-05
149,609.843,5.23837,1.102,1.76842,0.74039,0.84014,0.86741,0.59332,2.9444,1.00978,1.86043,1.66149e-05,1.66149e-05,1.66149e-05
150,613.799,5.14491,1.10236,1.79318,0.73933,0.8369,0.86598,0.59373,2.9216,1.01138,1.85503,1.60523e-05,1.60523e-05,1.60523e-05
151,617.621,5.05206,1.09258,1.77551,0.74159,0.83555,0.86551,0.59759,2.8803,1.00822,1.85152,1.54982e-05,1.54982e-05,1.54982e-05
152,621.381,4.9767,1.09215,1.78876,0.74629,0.83095,0.86831,0.59841,2.88755,1.00416,1.85202,1.49527e-05,1.49527e-05,1.49527e-05
153,625.173,5.15173,1.10401,1.78903,0.73978,0.83484,0.86414,0.59315,2.92064,1.00525,1.85198,1.44161e-05,1.44161e-05,1.44161e-05
154,629.004,5.17381,1.09688,1.77423,0.73593,0.83332,0.8634,0.5926,2.89026,0.99941,1.84978,1.38883e-05,1.38883e-05,1.38883e-05
155,632.643,5.12155,1.09906,1.7795,0.73558,0.83857,0.86452,0.59488,2.88465,0.99864,1.84732,1.33695e-05,1.33695e-05,1.33695e-05
156,636.851,5.14726,1.10029,1.76015,0.74965,0.83194,0.86919,0.60052,2.85934,0.98864,1.84534,1.28599e-05,1.28599e-05,1.28599e-05
157,640.912,5.04323,1.08894,1.7721,0.7501,0.83413,0.87251,0.59921,2.895,0.99405,1.84741,1.23596e-05,1.23596e-05,1.23596e-05
158,644.738,5.28885,1.10851,1.75312,0.75239,0.83728,0.87333,0.60311,2.86067,0.99132,1.84717,1.18687e-05,1.18687e-05,1.18687e-05
159,648.434,5.0458,1.09185,1.76573,0.75628,0.83675,0.87311,0.60473,2.83607,0.9845,1.84505,1.13873e-05,1.13873e-05,1.13873e-05
160,652.125,5.21957,1.10633,1.77322,0.74819,0.83844,0.87203,0.60468,2.82623,0.98732,1.84122,1.09156e-05,1.09156e-05,1.09156e-05
161,655.725,5.17536,1.10286,1.78106,0.75173,0.83383,0.87242,0.60683,2.80291,0.99094,1.8391,1.04537e-05,1.04537e-05,1.04537e-05
162,659.285,5.0589,1.1101,1.77666,0.7521,0.8317,0.87097,0.60424,2.80937,0.99111,1.83767,1.00016e-05,1.00016e-05,1.00016e-05
163,662.827,5.1271,1.09886,1.76978,0.75125,0.83239,0.8716,0.60515,2.80796,0.99174,1.83857,9.55951e-06,9.55951e-06,9.55951e-06
164,666.427,5.16251,1.09055,1.75524,0.75401,0.83413,0.87355,0.60419,2.82815,0.99488,1.8418,9.12754e-06,9.12754e-06,9.12754e-06
165,670.044,4.83948,1.08116,1.78624,0.75442,0.82984,0.87216,0.59955,2.88571,0.99558,1.84149,8.70577e-06,8.70577e-06,8.70577e-06
166,673.679,5.09499,1.09674,1.77391,0.75232,0.82891,0.87305,0.59906,2.88666,0.99637,1.83981,8.29431e-06,8.29431e-06,8.29431e-06
167,677.471,5.03143,1.0881,1.744,0.75372,0.8291,0.87451,0.60412,2.84212,0.99745,1.83701,7.89327e-06,7.89327e-06,7.89327e-06
