epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,805.496,2.23802,0.75322,1.39039,0.90765,0.92643,0.96134,0.80039,1.07435,0.58792,1.41234,1.54982e-05,1.54982e-05,1.54982e-05
152,810.854,2.2093,0.74821,1.40177,0.91619,0.92176,0.96254,0.79979,1.07776,0.572,1.41179,1.49527e-05,1.49527e-05,1.49527e-05
153,816.588,2.3312,0.76421,1.39864,0.91426,0.92713,0.96225,0.79958,1.06646,0.57527,1.40717,1.44161e-05,1.44161e-05,1.44161e-05
154,822.271,2.35223,0.75211,1.38895,0.90591,0.91251,0.96071,0.79389,1.07708,0.60321,1.40512,1.38883e-05,1.38883e-05,1.38883e-05
155,826.374,2.28326,0.74858,1.39518,0.90153,0.90911,0.95997,0.79432,1.07481,0.60867,1.40464,1.33695e-05,1.33695e-05,1.33695e-05
156,830.396,2.29571,0.74299,1.37725,0.90834,0.91944,0.96108,0.79404,1.07043,0.58582,1.40377,1.28599e-05,1.28599e-05,1.28599e-05
157,834.198,2.18419,0.7378,1.39166,0.91253,0.91864,0.96155,0.79933,1.06507,0.58452,1.40629,1.23596e-05,1.23596e-05,1.23596e-05
158,838.415,2.39598,0.74447,1.3836,0.90828,0.92592,0.96224,0.80688,nan,nan,nan,1.18687e-05,1.18687e-05,1.18687e-05
159,842.526,2.21419,0.74619,1.3836,0.90764,0.92701,0.96206,0.80381,1.05992,0.58408,1.40447,1.13873e-05,1.13873e-05,1.13873e-05
160,846.633,2.33849,0.75346,1.39249,0.90416,0.91995,0.96089,0.79843,1.0667,0.58696,1.405,1.09156e-05,1.09156e-05,1.09156e-05
161,850.932,2.33157,0.7447,1.39391,0.90611,0.91846,0.96102,0.79748,1.0687,0.58301,1.40545,1.04537e-05,1.04537e-05,1.04537e-05
162,854.947,2.2311,0.746,1.39188,0.91339,0.92496,0.96221,0.79877,1.0712,0.57591,1.40706,1.00016e-05,1.00016e-05,1.00016e-05
